0.000|k4b;29123000110;0;32;-1;-1;1
0.051|k4b;29124000110;0;32;-1;-1;1
0.120|k4b;29125000110;0;32;-1;-1;1
0.223|k4b;29125666770;0;32;-1;-1;1
0.290|k4b;29126333440;0;32;-1;-1;1
0.387|k4b;29127333440;0;32;-1;-1;1
0.487|k4b;29128333440;0;32;-1;-1;1
0.588|k4b;29129333440;0;32;-1;-1;1
0.689|k4b;29130333440;0;32;-1;-1;1
0.757|k4b;29131000110;0;32;-1;-1;1
0.864|k4b;29132000110;0;32;-1;-1;1
0.908|k4b;29132666770;0;32;-1;-1;1
0.985|k4b;29133333440;0;32;-1;-1;1
1.090|k4b;29134333440;0;32;-1;-1;1
1.161|k4b;29135000110;0;32;-1;-1;1
1.256|k4b;29136000000;0;32;-1;-1;1
1.326|k4b;29136666770;0;32;-1;-1;1
1.426|k4b;29137666770;0;32;-1;-1;1
1.527|k4b;29138666770;0;32;-1;-1;1
1.626|k4b;29139666770;0;32;-1;-1;1
1.727|k4b;29140666770;0;32;-1;-1;1
1.826|k4b;29141666770;0;32;-1;-1;1
1.924|k4b;29142666770;0;32;-1;-1;1
1.993|k4b;29143333440;0;32;-1;-1;1
2.088|k4b;29144333440;0;32;-1;-1;1
2.186|k4b;29145333440;0;32;-1;-1;1
2.292|k4b;29146333440;0;32;-1;-1;1
2.386|k4b;29147333440;0;32;-1;-1;1
2.492|k4b;29148333440;0;32;-1;-1;1
2.591|k4b;29149333440;0;32;-1;-1;1
2.661|k4b;29150000110;0;32;-1;-1;1
2.756|k4b;29151000110;0;32;-1;-1;1
2.822|k4b;29151666770;0;32;-1;-1;1
2.927|k4b;29152666770;0;32;-1;-1;1
3.028|k4b;29153666770;0;32;-1;-1;1
3.119|k4b;29154666770;0;32;-1;-1;1
3.223|k4b;29155666770;0;32;-1;-1;1
3.291|k4b;29156333440;0;32;-1;-1;1
3.387|k4b;29157333440;0;32;-1;-1;1
3.493|k4b;29158333440;0;32;-1;-1;1
3.562|k4b;29159000110;0;32;-1;-1;1
3.632|k4b;29159666770;0;32;-1;-1;1
3.724|k4b;29160666770;0;32;-1;-1;1
3.794|k4b;29161333440;0;32;-1;-1;1
3.864|k4b;29162000110;0;32;-1;-1;1
3.960|k4b;29163000110;0;32;-1;-1;1
4.060|k4b;29164000110;0;32;-1;-1;1
4.130|k4b;29164666770;0;32;-1;-1;1
4.220|k4b;29165666770;0;32;-1;-1;1
4.320|k4b;29166666770;0;32;-1;-1;1
4.426|k4b;29167666770;0;32;-1;-1;1
4.485|k4b;29168333440;0;32;-1;-1;1
4.560|k4b;29169000110;0;32;-1;-1;1
4.631|k4b;29169666770;0;32;-1;-1;1
4.722|k4b;29170666770;0;32;-1;-1;1
4.823|k4b;29171666770;0;32;-1;-1;1
4.890|k4b;29172333330;0;32;-1;-1;1
4.987|k4b;29173333440;0;32;-1;-1;1
5.089|k4b;29174333440;0;32;-1;-1;1
5.188|k4b;29175333440;0;32;-1;-1;1
5.294|k4b;29176333440;0;32;-1;-1;1
5.364|k4b;29177000110;0;32;-1;-1;1
5.458|k4b;29178000110;0;32;-1;-1;1
5.523|k4b;29178666770;0;32;-1;-1;1
5.623|k4b;29179666660;0;32;-1;-1;1
5.689|k4b;29180333440;0;32;-1;-1;1
5.790|k4b;29181333440;0;32;-1;-1;1
5.886|k4b;29182333440;0;32;-1;-1;1
5.987|k4b;29183333440;0;32;-1;-1;1
6.091|k4b;29184333440;0;32;-1;-1;1
6.157|k4b;29185000110;0;32;-1;-1;1
6.257|k4b;29186000110;0;32;-1;-1;1
6.358|k4b;29187000110;0;32;-1;-1;1
6.452|k4b;29188000110;0;32;-1;-1;1
6.558|k4b;29189000110;0;32;-1;-1;1
6.654|k4b;29190000110;0;32;-1;-1;1
6.754|k4b;29191000110;0;32;-1;-1;1
6.858|k4b;29192000110;0;32;-1;-1;1
6.927|k4b;29192666770;0;32;-1;-1;1
7.023|k4b;29193666770;0;32;-1;-1;1
7.128|k4b;29194666770;0;32;-1;-1;1
7.221|k4b;29195666770;0;32;-1;-1;1
7.324|k4b;29196666770;0;32;-1;-1;1
7.420|k4b;29197666770;0;32;-1;-1;1
7.497|k4b;29198333440;0;32;-1;-1;1
7.589|k4b;29199333440;0;32;-1;-1;1
7.689|k4b;29200333440;0;32;-1;-1;1
7.790|k4b;29201333440;0;32;-1;-1;1
7.898|k4b;29202333440;0;32;-1;-1;1
7.991|k4b;29203333440;0;32;-1;-1;1
8.092|k4b;29204333440;0;32;-1;-1;1
8.161|k4b;29205000110;0;32;-1;-1;1
8.262|k4b;29206000110;0;32;-1;-1;1
8.362|k4b;29207000110;0;32;-1;-1;1
8.469|k4b;29208000110;0;32;-1;-1;1
8.583|k4b;29209000110;0;32;-1;-1;1
8.691|k4b;29210333440;0;32;-1;-1;1
8.795|k4b;29211333440;0;32;-1;-1;1
8.895|k4b;29212333440;0;32;-1;-1;1
9.001|k4b;29213333440;0;32;-1;-1;1
9.095|k4b;29214333440;0;32;-1;-1;1
9.190|k4b;29215333440;0;32;-1;-1;1
9.290|k4b;29216333440;0;32;-1;-1;1
9.388|k4b;29217333440;0;32;-1;-1;1
9.489|k4b;29218333440;0;32;-1;-1;1
9.588|k4b;29219333440;0;32;-1;-1;1
9.691|k4b;29220333440;0;32;-1;-1;1
9.757|k4b;29221000110;0;32;-1;-1;1
9.857|k4b;29222000110;0;32;-1;-1;1
9.959|k4b;29223000110;0;32;-1;-1;1
10.126|k4b;29223666770;0;32;-1;-1;1
10.224|k4b;29225666770;0;32;-1;-1;1
10.290|k4b;29226333440;0;32;-1;-1;1
10.393|k4b;29227333440;0;32;-1;-1;1
10.489|k4b;29228333440;0;32;-1;-1;1
10.555|k4b;29229000110;0;32;-1;-1;1
10.658|k4b;29230000110;0;32;-1;-1;1
10.725|k4b;29230666660;0;32;-1;-1;1
10.825|k4b;29231666770;0;32;-1;-1;1
10.896|k4b;29232333440;0;32;-1;-1;1
10.990|k4b;29233333440;0;32;-1;-1;1
11.095|k4b;29234333440;0;32;-1;-1;1
11.194|k4b;29235333440;0;32;-1;-1;1
11.291|k4b;29236333440;0;32;-1;-1;1
11.389|k4b;29237333440;0;32;-1;-1;1
11.496|k4b;29238333440;0;32;-1;-1;1
11.559|k4b;29239000110;0;32;-1;-1;1
11.656|k4b;29240000110;0;32;-1;-1;1
11.736|k4b;29240666770;0;32;-1;-1;1
11.824|k4b;29241666770;0;32;-1;-1;1
11.925|k4b;29242666770;0;32;-1;-1;1
11.991|k4b;29243333440;0;32;-1;-1;1
12.088|k4b;29244333440;0;32;-1;-1;1
12.195|k4b;29245333440;0;32;-1;-1;1
12.292|k4b;29246333440;0;32;-1;-1;1
12.390|k4b;29247333440;0;32;-1;-1;1
12.488|k4b;29248333440;0;32;-1;-1;1
12.598|k4b;29249333440;0;32;-1;-1;1
12.669|k4b;29250000110;0;32;-1;-1;1
12.755|k4b;29251000110;0;32;-1;-1;1
12.857|k4b;29252000110;0;32;-1;-1;1
12.959|k4b;29253000110;0;32;-1;-1;1
13.037|k4b;29253666770;0;32;-1;-1;1
13.110|k4b;29254333440;0;32;-1;-1;1
13.176|k4b;29255000110;0;32;-1;-1;1
13.257|k4b;29256000110;0;32;-1;-1;1
13.360|k4b;29257000110;0;32;-1;-1;1
13.425|k4b;29257666770;0;32;-1;-1;1
13.527|k4b;29258666770;0;32;-1;-1;1
13.592|k4b;29259333440;0;32;-1;-1;1
13.693|k4b;29260333440;0;32;-1;-1;1
13.763|k4b;29261000110;0;32;-1;-1;1
13.848|k4b;29262000110;0;32;-1;-1;1
13.925|k4b;29262666770;0;32;-1;-1;1
14.022|k4b;29263666770;0;32;-1;-1;1
14.125|k4b;29264666770;0;32;-1;-1;1
14.228|k4b;29265666770;0;32;-1;-1;1
14.328|k4b;29266666770;0;32;-1;-1;1
14.432|k4b;29267666770;0;32;-1;-1;1
14.529|k4b;29268666770;0;32;-1;-1;1
14.627|k4b;29269666770;0;32;-1;-1;1
14.723|k4b;29270666770;0;32;-1;-1;1
14.825|k4b;29271666770;0;32;-1;-1;1
14.923|k4b;29272666770;0;32;-1;-1;1
15.027|k4b;29273666770;0;32;-1;-1;1
15.097|k4b;29274333330;0;32;-1;-1;1
15.161|k4b;29275000110;0;32;-1;-1;1
15.263|k4b;29276000110;0;32;-1;-1;1
15.360|k4b;29277000110;0;32;-1;-1;1
15.464|k4b;29278000110;0;32;-1;-1;1
15.561|k4b;29279000110;0;32;-1;-1;1
15.659|k4b;29280000110;0;32;-1;-1;1
15.761|k4b;29281000110;0;32;-1;-1;1
15.831|k4b;29281666770;0;32;-1;-1;1
15.929|k4b;29282666770;0;32;-1;-1;1
15.992|k4b;29283333440;0;32;-1;-1;1
16.096|k4b;29284333440;0;32;-1;-1;1
16.164|k4b;29285000110;0;32;-1;-1;1
16.253|k4b;29286000110;0;32;-1;-1;1
16.355|k4b;29287000110;0;32;-1;-1;1
16.458|k4b;29288000110;0;32;-1;-1;1
16.556|k4b;29289000110;0;32;-1;-1;1
16.663|k4b;29290000110;0;32;-1;-1;1
16.759|k4b;29291000110;0;32;-1;-1;1
16.824|k4b;29291666770;0;32;-1;-1;1
